2237,2008-02-02 13:47:30,0.0,0.0
2237,2008-02-02 13:52:22,116.30368,39.97505
2237,2008-02-02 13:57:22,116.30113,39.99632
2237,2008-02-02 14:12:22,116.34702,39.98575
2237,2008-02-02 14:25:01,116.34909,39.93935
2237,2008-02-02 14:27:22,116.34924,39.92385
2237,2008-02-02 14:32:22,116.34652,39.91962
2237,2008-02-02 14:37:22,116.33505,39.94455
2237,2008-02-02 14:42:22,116.29119,39.96872
2237,2008-02-02 14:47:22,116.28234,39.95188
2237,2008-02-02 14:52:22,116.27636,39.95222
2237,2008-02-02 14:57:22,116.27139,39.9677
2237,2008-02-02 15:02:22,116.2813,39.97752
2237,2008-02-02 15:07:22,116.27008,39.95727
2237,2008-02-02 15:12:22,116.26868,39.93307
2237,2008-02-02 15:12:22,116.26868,39.93307
2237,2008-02-02 15:17:22,116.26757,39.9273
2237,2008-02-02 15:29:01,116.25878,39.91812
2237,2008-02-02 15:32:22,116.25876,39.91427
2237,2008-02-02 15:37:22,116.25877,39.91975
2237,2008-02-02 15:42:22,116.25867,39.89338
2237,2008-02-02 15:47:22,116.26833,39.91172
2237,2008-02-02 15:52:40,116.26916,39.93093
2237,2008-02-02 15:57:22,116.27049,39.98215
2237,2008-02-02 16:02:22,116.28221,39.9663
2237,2008-02-02 16:07:22,116.28554,39.96392
2237,2008-02-02 16:12:22,116.29025,39.93687
2237,2008-02-02 16:17:22,116.31767,39.91803
2237,2008-02-02 16:22:22,116.32538,39.93765
2237,2008-02-02 16:27:22,116.32119,39.91862
2237,2008-02-02 16:32:22,116.30504,39.95368
2237,2008-02-02 16:37:22,116.30389,39.90032
2237,2008-02-02 16:42:22,116.30334,39.90032
2237,2008-02-02 16:47:22,116.30062,39.90458
2237,2008-02-02 16:52:22,116.2954,39.90112
2237,2008-02-02 16:57:22,116.27356,39.9358
2237,2008-02-02 17:07:22,116.26838,39.91255
2237,2008-02-02 17:12:22,116.26909,39.90958
2237,2008-02-02 17:37:22,116.24857,39.98722
2237,2008-02-02 17:47:21,116.20148,40.02193
2237,2008-02-02 17:57:21,116.20144,40.0241
2237,2008-02-02 18:02:21,116.20145,40.02375
2237,2008-02-02 18:07:21,116.2015,40.0252
2237,2008-02-02 18:12:21,116.20144,40.0234
2237,2008-02-02 18:17:21,116.20433,40.021
2237,2008-02-02 18:22:21,116.21191,39.96972
2237,2008-02-02 18:30:49,116.26718,39.98935
2237,2008-02-02 18:32:21,116.26912,39.96707
2237,2008-02-02 18:37:21,116.26905,39.92908
2237,2008-02-02 18:42:21,116.27034,39.91355
2237,2008-02-02 18:47:21,116.27736,39.91503
2237,2008-02-02 19:05:01,116.30885,39.90743
2237,2008-02-02 19:07:21,116.31388,39.89682
2237,2008-02-02 19:12:21,116.31781,39.91477
2237,2008-02-02 19:17:21,116.31533,39.92565
2237,2008-02-02 19:22:21,116.31531,39.92665
2237,2008-02-02 19:27:21,116.31705,39.92783
2237,2008-02-02 19:32:21,116.3176,39.94218
2237,2008-02-02 19:37:21,116.31633,39.91493
2237,2008-02-02 19:42:21,116.32781,39.90353
2237,2008-02-02 19:58:54,116.36594,39.91692
2237,2008-02-02 20:02:21,116.36707,39.9198
2237,2008-02-02 20:02:21,116.36707,39.9198
2237,2008-02-02 20:07:21,116.37286,39.92527
2237,2008-02-02 20:12:41,116.39233,39.92113
2237,2008-02-02 20:17:21,116.40801,39.93422
2237,2008-02-02 20:22:21,116.42185,39.91725
2237,2008-02-02 20:27:21,116.42803,39.91685
2237,2008-02-02 20:42:21,116.41383,39.91968
2237,2008-02-02 20:47:21,116.40672,39.90802
2237,2008-02-02 20:52:21,116.40064,39.92813
2237,2008-02-02 20:57:21,116.39158,39.93877
2237,2008-02-02 21:02:21,116.38387,39.92207
2237,2008-02-02 21:07:21,116.37822,39.94055
2237,2008-02-02 21:12:21,116.37113,39.93105
2237,2008-02-02 21:17:21,116.35579,39.94477
2237,2008-02-02 21:22:21,116.34694,39.92857
2237,2008-02-02 21:27:21,116.32878,39.95713
2237,2008-02-02 21:32:21,116.31777,39.92897
2237,2008-02-02 21:37:21,116.3165,39.95737
2237,2008-02-02 21:42:21,116.31983,39.93837
2237,2008-02-02 21:52:21,116.3137,39.96822
2237,2008-02-02 21:57:21,116.3134,39.97092
2237,2008-02-02 22:02:21,116.31826,39.93802
2237,2008-02-02 22:07:21,116.31828,39.94025
2237,2008-02-02 22:12:21,116.31823,39.97582
2237,2008-02-02 22:17:20,116.31815,39.93552
2237,2008-02-02 22:22:20,116.31809,39.97575
2237,2008-02-02 22:27:20,116.32511,39.97707
2237,2008-02-02 22:27:20,116.32511,39.97707
2237,2008-02-02 22:32:20,116.33634,39.95033
2237,2008-02-02 22:37:20,116.35241,39.95243
2237,2008-02-02 22:42:20,116.36574,39.9428
2237,2008-02-02 22:47:20,116.35788,39.96835
2237,2008-02-02 22:52:20,116.35715,39.93452
2237,2008-02-02 22:57:20,116.38746,39.93638
2237,2008-02-02 23:02:20,116.38022,39.94582
2237,2008-02-02 23:07:20,116.38982,39.94935
2237,2008-02-02 23:17:20,116.38556,39.92835
2237,2008-02-02 23:22:20,116.38544,39.8849
2237,2008-02-02 23:27:20,116.36516,39.89477
2237,2008-02-02 23:32:20,116.33988,39.88792
2237,2008-02-02 23:37:20,116.34426,39.92232
2237,2008-02-02 23:42:20,116.3654,39.91508
2237,2008-02-02 23:47:20,116.3686,39.91437
2237,2008-02-02 23:57:20,116.35054,39.9155
2237,2008-02-03 00:02:20,116.3352,39.93727
2237,2008-02-03 00:12:20,116.32839,39.94558
2237,2008-02-03 00:17:20,116.34627,39.9227
2237,2008-02-03 00:22:20,116.35711,39.90778
2237,2008-02-03 00:27:20,116.37641,39.91753
2237,2008-02-03 00:32:20,116.36794,39.8727
2237,2008-02-03 00:37:20,116.34748,39.87052
2237,2008-02-03 00:42:20,116.35701,39.90547
2237,2008-02-03 00:47:20,116.3681,39.88548
2237,2008-02-03 00:52:20,116.35925,39.91762
2237,2008-02-03 00:57:20,116.33872,39.88523
2237,2008-02-03 01:02:20,116.33715,39.92523
2237,2008-02-03 01:07:20,116.32696,39.91653
2237,2008-02-03 01:12:20,116.33718,39.92047
2237,2008-02-03 01:17:20,116.33662,39.90833
2237,2008-02-03 01:22:20,116.34311,39.88252
2237,2008-02-03 01:27:20,116.35162,39.86822
2237,2008-02-03 01:32:20,116.34292,39.87995
2237,2008-02-03 01:37:20,116.3227,39.8985
2237,2008-02-03 01:42:20,116.3107,39.9106
2237,2008-02-03 01:48:52,116.32303,39.9414
2237,2008-02-03 01:52:20,116.31733,39.90425
2237,2008-02-03 01:57:20,116.31067,39.94092
2237,2008-02-03 02:02:20,116.30435,39.93073
2237,2008-02-03 02:17:20,116.28155,40.03902
2237,2008-02-03 02:22:20,116.26451,40.04015
2237,2008-02-03 02:32:20,116.2018,40.00788
2237,2008-02-03 02:37:20,116.20153,40.02372
2237,2008-02-03 02:42:20,116.20148,40.01795
2237,2008-02-03 02:52:19,116.20152,40.0237
2237,2008-02-03 02:57:19,116.20152,40.02455
2237,2008-02-03 03:02:19,116.20151,40.02255
2237,2008-02-03 03:07:19,116.20151,40.0192
2237,2008-02-03 03:12:19,116.20148,40.02093
2237,2008-02-03 03:17:19,116.2014,40.01688
2237,2008-02-03 03:17:19,116.2014,40.01688
2237,2008-02-03 03:22:19,116.20148,40.01837
2237,2008-02-03 03:27:19,116.20145,40.02192
2237,2008-02-03 03:32:19,116.20146,40.02063
2237,2008-02-03 03:37:19,116.20147,40.0211
2237,2008-02-03 03:47:19,116.20144,40.02125
2237,2008-02-03 03:52:19,116.20147,40.01922
2237,2008-02-03 03:57:19,116.20149,40.02208
2237,2008-02-03 04:02:19,116.20147,40.02497
2237,2008-02-03 04:07:19,116.20151,40.02257
2237,2008-02-03 04:17:19,116.20145,40.0224
2237,2008-02-03 04:22:19,116.2015,40.02267
2237,2008-02-03 04:27:19,116.20147,40.02522
2237,2008-02-03 04:32:19,116.20144,40.02305
